Hours_Studied,Previous_Scores,Extracurricular_Activities,Sleep_Hours,Sample_Question_Papers_Practiced,Performance_Index,Students_Attendance,Target
3,94,No,5,6,75,53,Graduate
6,75,No,7,2,63,87,Graduate
4,56,Yes,7,3,36,94,Graduate
9,67,Yes,5,6,62,68,Graduate
3,67,Yes,8,2,49,86,Graduate
4,61,Yes,8,9,46,58,Dropout
7,77,Yes,6,9,69,66,Graduate
7,46,Yes,6,1,35,48,Dropout
4,54,No,8,9,38,76,Graduate
6,71,No,8,6,62,76,Graduate
3,50,Yes,8,4,30,82,Dropout
6,63,No,8,0,52,67,Graduate
2,42,No,7,9,16,91,Graduate
8,69,No,6,7,66,96,Dropout
2,45,No,5,2,20,63,Dropout
7,97,No,4,6,86,67,Graduate
9,41,Yes,5,5,38,75,Graduate
1,53,Yes,9,9,30,91,Dropout
8,80,Yes,4,5,71,57,Graduate
7,57,Yes,7,7,49,64,Graduate
6,90,Yes,9,3,79,74,Dropout
6,83,Yes,6,3,69,43,Dropout
6,70,No,4,2,56,53,Graduate
9,52,Yes,8,0,47,78,Graduate
2,65,No,9,9,41,65,Dropout
1,83,No,7,2,58,47,Graduate
6,51,Yes,4,0,38,63,Dropout
8,57,Yes,8,5,52,55,Graduate
3,48,Yes,9,7,25,59,Graduate
1,88,No,7,2,62,54,Graduate
9,60,Yes,9,3,60,46,Dropout
1,87,Yes,4,4,63,97,Dropout
3,88,Yes,8,6,72,56,Dropout
8,92,No,6,5,84,61,Dropout
3,95,Yes,7,1,74,61,Graduate
4,79,Yes,4,6,61,93,Dropout
8,82,No,8,7,77,51,Graduate
1,63,No,6,0,36,57,Graduate
6,73,No,9,5,65,95,Graduate
1,47,Yes,8,8,23,85,Graduate
1,83,Yes,6,6,60,86,Dropout
8,92,No,4,4,83,54,Graduate
4,72,Yes,8,9,56,76,Dropout
1,62,No,8,9,37,55,Graduate
7,52,No,5,8,43,44,Graduate
5,93,No,7,1,76,41,Graduate
5,92,No,8,6,83,91,Graduate
1,88,No,6,8,63,67,Dropout
6,53,Yes,7,1,39,96,Dropout
9,53,Yes,4,9,48,80,Graduate
9,55,Yes,7,5,53,93,Graduate
8,88,Yes,5,8,84,66,Graduate
5,77,No,4,2,63,70,Dropout
1,97,Yes,8,7,73,80,Dropout
9,99,No,9,4,99,75,Graduate
1,78,No,4,6,52,86,Graduate
8,65,Yes,4,2,58,82,Graduate
5,65,Yes,5,7,50,40,Dropout
3,40,No,6,1,18,89,Graduate
7,71,Yes,4,7,62,68,Dropout
7,96,Yes,6,1,87,40,Dropout
9,54,Yes,7,6,53,47,Graduate
7,91,Yes,9,1,87,96,Dropout
3,60,No,5,6,37,55,Graduate
1,57,No,8,0,31,97,Dropout
8,69,Yes,4,5,63,67,Dropout
3,99,No,9,9,81,61,Dropout
8,97,No,9,6,95,57,Graduate
8,52,Yes,6,3,45,61,Dropout
5,63,Yes,4,0,48,80,Graduate
1,69,No,9,5,47,51,Dropout
7,41,No,5,3,31,58,Graduate
5,58,No,8,2,43,64,Graduate
8,86,Yes,7,3,82,89,Graduate
9,83,No,7,5,80,98,Graduate
7,86,No,6,4,76,44,Dropout
7,64,Yes,9,1,57,98,Dropout
1,89,No,7,1,64,73,Dropout
4,53,Yes,6,2,35,78,Graduate
2,45,Yes,8,5,24,98,Dropout
2,51,No,4,0,30,49,Dropout
2,59,Yes,5,6,38,86,Graduate
4,62,Yes,8,7,45,96,Dropout
1,69,No,8,6,44,46,Graduate
4,69,Yes,7,2,53,99,Dropout
2,77,No,7,5,53,76,Graduate
5,97,Yes,5,3,84,86,Dropout
3,69,Yes,4,4,47,91,Graduate
8,80,No,8,2,76,99,Graduate
4,69,No,9,4,57,91,Dropout
1,96,No,7,5,71,54,Graduate
1,97,Yes,8,7,74,81,Graduate
3,75,No,4,5,54,63,Graduate
9,88,Yes,6,8,84,65,Dropout
7,73,No,4,9,62,65,Graduate
2,55,Yes,8,9,35,85,Graduate
9,63,No,8,9,62,65,Graduate
2,53,Yes,5,9,30,97,Graduate
3,65,No,8,3,47,49,Dropout
2,47,Yes,7,1,25,56,Dropout
3,53,Yes,9,8,40,92,Graduate
6,70,Yes,5,2,56,53,Dropout
9,41,Yes,8,6,38,41,Graduate
9,87,No,4,3,86,87,Graduate
7,43,Yes,8,0,38,52,Dropout
3,40,No,4,7,17,66,Graduate
4,94,Yes,4,3,75,48,Dropout
6,59,No,8,5,48,46,Dropout
5,98,Yes,4,6,87,87,Graduate
2,53,Yes,9,7,32,49,Graduate
6,79,No,6,9,68,95,Graduate
3,64,No,5,1,42,93,Graduate
8,99,Yes,8,8,96,48,Graduate
2,64,No,6,9,42,61,Dropout
1,42,No,4,2,18,62,Graduate
9,44,No,4,0,41,46,Dropout
3,77,Yes,5,1,54,87,Graduate
1,93,No,6,7,67,48,Dropout
7,65,Yes,6,9,57,66,Dropout
5,79,No,8,5,65,63,Dropout
5,77,No,4,0,62,68,Dropout
1,77,Yes,7,8,56,56,Graduate
9,43,No,8,6,39,59,Dropout
7,46,No,8,9,38,46,Graduate
8,69,No,8,2,65,82,Dropout
9,69,No,5,6,68,79,Graduate
6,95,No,5,5,82,46,Graduate
5,58,No,8,2,44,67,Graduate
6,78,No,9,7,67,58,Dropout
2,74,Yes,7,0,53,59,Dropout
4,79,Yes,6,4,61,83,Graduate
3,72,Yes,6,7,53,78,Dropout
7,72,Yes,4,2,61,79,Graduate
9,53,Yes,6,9,49,46,Graduate
5,77,No,6,5,61,45,Graduate
6,49,Yes,7,9,38,64,Graduate
2,96,Yes,6,1,76,80,Graduate
3,67,No,7,8,47,98,Graduate
3,53,Yes,5,1,32,52,Graduate
9,75,No,7,4,71,78,Graduate
7,77,No,5,2,69,79,Dropout
8,55,Yes,7,9,53,61,Graduate
9,99,Yes,8,8,100,88,Graduate
6,60,No,9,8,49,56,Graduate
4,67,No,5,6,48,87,Graduate
1,72,Yes,5,9,45,61,Graduate
8,45,No,6,4,40,73,Graduate
7,80,Yes,5,8,71,47,Graduate
2,54,Yes,7,6,34,88,Graduate
8,83,Yes,8,1,76,84,Graduate
5,42,Yes,8,9,29,57,Graduate
7,82,No,6,0,71,63,Graduate
4,86,No,7,9,69,99,Graduate
5,74,Yes,7,9,58,93,Graduate
8,53,Yes,4,3,43,99,Dropout
1,41,No,5,9,17,81,Graduate
1,68,No,6,7,41,41,Graduate
4,43,No,8,5,27,41,Graduate
3,65,No,9,1,45,66,Graduate
2,90,No,4,4,65,53,Graduate
3,51,Yes,7,8,31,87,Graduate
1,41,Yes,5,5,14,78,Dropout
1,56,Yes,8,5,33,92,Graduate
6,74,Yes,4,6,60,92,Graduate
5,49,No,7,4,34,95,Dropout
8,87,No,8,2,82,51,Dropout
2,61,Yes,8,2,40,71,Dropout
4,80,Yes,7,4,66,67,Dropout
8,82,No,7,3,76,94,Graduate
6,60,Yes,6,4,46,67,Dropout
1,54,Yes,8,8,31,85,Graduate
4,74,No,7,4,57,64,Dropout
1,87,No,9,3,65,43,Graduate
2,60,No,9,3,38,65,Dropout
5,60,Yes,4,0,46,75,Dropout
8,60,No,5,9,53,89,Graduate
8,99,No,9,3,97,42,Graduate
3,83,Yes,6,3,63,40,Dropout
4,71,No,7,8,55,56,Graduate
6,94,Yes,5,3,79,46,Graduate
3,44,Yes,6,6,26,87,Graduate
2,78,Yes,8,0,55,44,Graduate
6,48,Yes,5,6,37,58,Graduate
5,92,No,9,1,78,78,Graduate
5,57,Yes,6,7,45,85,Dropout
5,60,No,7,0,45,73,Graduate
5,47,No,7,9,34,74,Dropout
3,83,No,6,2,66,88,Graduate
7,91,No,8,7,79,55,Graduate
6,73,No,9,9,63,79,Graduate
4,49,Yes,6,7,32,89,Graduate
2,90,No,4,4,64,86,Graduate
9,80,Yes,6,4,78,78,Graduate
1,96,Yes,6,7,69,66,Graduate
4,63,Yes,9,9,46,80,Graduate
1,79,No,7,4,54,77,Graduate
6,63,No,8,8,51,89,Graduate
4,95,No,6,0,78,89,Graduate
5,71,No,5,4,54,64,Dropout
5,95,Yes,7,2,80,65,Graduate
9,72,No,7,2,67,95,Graduate
1,77,No,6,1,48,53,Graduate
2,83,Yes,9,2,61,53,Graduate
6,96,Yes,5,6,83,53,Dropout
5,95,Yes,6,7,82,64,Graduate
7,90,Yes,5,7,78,75,Dropout
3,98,Yes,7,7,78,43,Dropout
3,88,Yes,5,0,70,86,Dropout
2,73,Yes,6,6,48,54,Graduate
3,50,No,4,1,26,71,Graduate
1,70,No,4,9,46,57,Graduate
5,57,Yes,5,3,42,53,Graduate
5,62,Yes,9,4,46,97,Graduate
7,99,No,6,0,91,40,Dropout
4,61,Yes,8,3,47,81,Graduate
3,82,Yes,4,3,61,59,Graduate
1,57,Yes,7,8,31,49,Dropout
8,79,Yes,6,8,71,49,Graduate
3,86,Yes,6,9,66,98,Dropout
2,80,No,4,0,52,63,Graduate
4,86,Yes,8,7,71,73,Graduate
3,78,Yes,7,3,60,67,Graduate
1,59,Yes,8,3,32,66,Graduate
3,52,No,7,4,33,79,Graduate
2,84,No,4,1,56,40,Graduate
8,40,Yes,6,0,32,72,Graduate
6,91,Yes,7,4,76,43,Graduate
9,43,Yes,6,6,40,46,Graduate
8,63,Yes,5,9,60,48,Dropout
3,75,No,5,8,54,55,Graduate
5,75,No,4,1,59,44,Graduate
7,84,Yes,4,7,74,73,Graduate
5,41,Yes,9,6,29,99,Graduate
8,67,No,4,1,61,62,Graduate
5,65,No,5,4,50,82,Graduate
1,62,Yes,7,6,36,89,Graduate
5,54,Yes,8,2,41,64,Graduate
4,75,Yes,4,1,60,96,Graduate
6,66,No,8,5,56,90,Dropout
3,45,No,8,9,23,52,Graduate
5,74,No,5,5,63,63,Graduate
2,78,No,9,3,54,50,Graduate
6,77,Yes,7,0,64,91,Dropout
6,74,No,5,4,64,90,Graduate
5,75,No,4,0,58,56,Graduate
6,49,No,5,7,38,76,Graduate
7,69,Yes,5,1,60,52,Dropout
5,92,No,5,8,79,66,Graduate
1,80,No,4,8,57,59,Graduate
8,77,No,4,2,69,72,Graduate
4,68,Yes,5,5,51,81,Graduate
9,91,No,5,8,86,71,Graduate
6,98,Yes,8,6,90,47,Graduate
1,82,Yes,7,3,57,95,Dropout
3,78,No,8,2,61,68,Graduate
3,89,Yes,9,1,71,79,Dropout
4,43,No,7,9,30,58,Graduate
6,44,Yes,9,9,34,45,Graduate
7,43,Yes,7,0,34,83,Graduate
4,75,No,5,9,58,99,Graduate
6,98,No,8,0,85,78,Dropout
1,84,Yes,7,3,55,87,Graduate
8,55,Yes,9,3,51,80,Graduate
7,64,Yes,7,8,53,60,Dropout
9,53,Yes,4,9,51,96,Dropout
3,50,No,7,0,31,61,Dropout
2,68,Yes,5,3,44,81,Graduate
1,73,Yes,6,2,48,49,Dropout
3,61,No,4,8,41,49,Graduate
5,53,Yes,6,4,40,91,Graduate
2,95,No,5,8,72,68,Graduate
3,63,No,6,9,41,55,Dropout
4,98,No,7,5,78,40,Dropout
7,78,Yes,6,8,70,56,Graduate
3,65,No,8,0,41,69,Dropout
9,82,No,5,3,78,65,Graduate
8,75,No,8,3,70,92,Graduate
4,78,Yes,6,9,61,85,Graduate
1,55,Yes,8,9,33,58,Graduate
1,97,Yes,4,5,71,92,Graduate
1,77,Yes,6,9,51,60,Graduate
1,98,No,9,0,72,56,Dropout
8,71,No,8,9,69,85,Graduate
3,45,No,7,4,21,79,Dropout
6,73,Yes,6,2,61,60,Graduate
3,95,No,9,0,76,92,Graduate
5,47,Yes,4,5,30,80,Graduate
7,69,Yes,7,2,59,79,Graduate
2,66,Yes,6,3,45,84,Dropout
6,46,No,7,8,39,88,Graduate
6,66,No,6,1,53,58,Graduate
3,64,Yes,6,0,43,99,Dropout
6,95,No,5,9,85,46,Graduate
5,85,Yes,8,5,70,56,Dropout
2,80,No,6,0,56,40,Graduate
9,54,Yes,4,0,52,76,Dropout
8,64,Yes,9,6,65,96,Dropout
3,61,Yes,8,1,39,45,Graduate
8,57,No,5,3,48,65,Graduate
9,51,No,8,3,47,41,Dropout
3,62,No,8,1,41,98,Graduate
3,90,No,6,5,72,71,Graduate
2,84,No,4,9,61,96,Graduate
8,78,Yes,6,1,74,87,Graduate
1,64,No,4,7,38,93,Graduate
8,49,Yes,4,3,42,44,Graduate
7,69,No,7,0,60,76,Graduate
7,49,No,6,6,35,70,Graduate
3,73,No,5,5,52,51,Dropout
1,85,Yes,9,5,61,74,Graduate
4,52,No,8,2,32,69,Dropout
9,93,Yes,7,9,95,87,Graduate
5,68,No,5,6,53,45,Graduate
1,77,Yes,9,5,54,54,Graduate
5,80,Yes,9,9,70,54,Graduate
8,84,Yes,6,9,78,55,Graduate
8,48,Yes,4,8,42,59,Graduate
5,52,No,6,2,33,52,Graduate
9,76,No,9,2,75,83,Dropout
1,53,Yes,6,3,26,81,Graduate
4,76,No,7,2,58,85,Graduate
3,48,Yes,5,3,29,70,Dropout
2,47,No,9,5,29,73,Graduate
8,78,No,7,0,70,68,Graduate
7,79,No,5,1,67,42,Graduate
9,93,Yes,7,9,93,48,Graduate
2,42,No,8,5,21,50,Dropout
4,94,Yes,4,5,74,50,Dropout
6,95,No,4,0,82,64,Graduate
3,86,Yes,4,5,65,61,Dropout
8,79,No,8,8,75,81,Graduate
3,72,Yes,9,7,55,97,Dropout
2,71,Yes,9,9,54,85,Graduate
3,46,Yes,8,4,26,48,Graduate
6,58,No,4,3,48,59,Graduate
2,73,Yes,4,5,49,98,Dropout
8,53,No,5,4,49,60,Dropout
1,89,Yes,5,5,64,49,Graduate
7,86,Yes,6,9,81,61,Graduate
2,85,Yes,7,2,64,68,Dropout
6,95,No,5,6,82,48,Dropout
2,96,No,5,7,74,44,Graduate
2,58,No,5,4,32,79,Graduate
8,90,No,5,4,83,50,Graduate
2,93,No,8,3,68,40,Graduate
7,98,No,6,9,90,92,Dropout
3,65,No,5,4,44,81,Graduate
8,56,Yes,9,9,51,40,Dropout
7,93,Yes,7,7,86,97,Dropout
8,67,No,5,4,62,93,Dropout
7,58,No,8,8,48,78,Graduate
6,66,No,9,0,56,99,Dropout
7,87,No,4,6,79,85,Dropout
5,91,No,4,4,74,44,Dropout
7,96,Yes,6,3,82,88,Dropout
1,58,No,4,2,32,61,Graduate
1,72,No,5,9,46,65,Dropout
9,90,No,8,6,88,92,Graduate
5,46,Yes,6,1,35,45,Graduate
5,68,Yes,9,4,56,71,Graduate
3,94,Yes,5,1,74,87,Graduate
5,82,Yes,4,6,67,50,Graduate
3,44,No,7,5,23,49,Dropout
9,69,Yes,5,9,67,86,Dropout
9,88,Yes,7,6,86,78,Graduate
6,82,Yes,9,8,70,94,Graduate
1,95,Yes,7,1,68,73,Dropout
7,97,Yes,9,8,91,70,Graduate
7,47,No,6,6,42,51,Graduate
4,81,Yes,8,1,62,90,Graduate
8,51,Yes,4,9,44,83,Dropout
6,81,Yes,4,1,67,55,Graduate
4,52,No,5,3,35,77,Graduate
4,65,No,4,1,46,42,Dropout
2,57,No,6,0,31,41,Graduate
2,81,No,4,5,59,91,Dropout
4,90,No,5,9,71,44,Graduate
5,91,No,4,4,74,50,Graduate
8,88,No,8,2,80,97,Graduate
6,59,No,9,0,49,64,Dropout
4,55,Yes,7,8,39,74,Graduate
7,76,Yes,7,7,67,74,Dropout
8,42,No,9,5,38,61,Graduate
2,66,Yes,7,5,47,76,Graduate
7,54,No,8,3,41,61,Graduate
2,97,Yes,6,1,75,94,Graduate
2,73,Yes,5,3,53,50,Graduate
8,84,No,8,1,81,71,Graduate
2,61,Yes,5,6,37,74,Dropout
9,79,No,6,8,77,70,Graduate
1,62,No,8,1,36,84,Graduate
9,98,Yes,4,8,95,92,Dropout
1,88,No,6,8,65,47,Graduate
2,43,Yes,7,7,18,59,Graduate
6,90,Yes,8,0,80,81,Dropout
6,93,No,6,4,81,73,Graduate
1,96,No,6,9,73,43,Dropout
7,80,No,8,3,74,57,Graduate
8,62,No,7,6,57,90,Graduate
2,86,No,9,7,64,43,Graduate
8,99,Yes,7,9,97,59,Graduate
9,48,No,6,7,42,97,Graduate
6,63,Yes,5,1,48,48,Graduate
5,60,No,9,2,46,55,Graduate
9,80,Yes,9,9,79,65,Graduate
9,85,Yes,6,9,83,77,Graduate
1,94,Yes,8,6,70,64,Graduate
3,92,Yes,8,3,73,43,Graduate
9,55,Yes,8,5,56,80,Graduate
2,95,No,7,7,71,98,Dropout
4,94,Yes,4,7,76,84,Graduate
4,64,No,8,6,49,80,Graduate
2,65,Yes,8,1,43,77,Graduate
3,88,No,9,1,67,92,Graduate
3,84,Yes,5,2,63,58,Graduate
1,48,Yes,5,3,18,53,Graduate
6,54,No,6,0,43,60,Dropout
8,78,No,6,4,72,54,Graduate
3,72,Yes,6,6,57,42,Graduate
5,40,Yes,8,9,25,76,Dropout
1,44,No,5,4,15,92,Dropout
7,95,Yes,6,6,88,89,Graduate
1,48,Yes,5,4,24,85,Graduate
9,83,No,8,9,81,55,Graduate
8,45,Yes,9,7,40,53,Graduate
7,67,Yes,8,6,60,48,Dropout
7,84,No,6,0,73,86,Graduate
5,65,Yes,8,0,52,46,Graduate
5,67,No,8,4,53,53,Dropout
5,79,No,5,1,65,45,Graduate
1,54,Yes,4,8,30,60,Graduate
8,45,Yes,7,1,39,54,Dropout
1,66,No,6,8,43,91,Graduate
4,77,No,4,9,59,47,Graduate
9,43,Yes,9,1,38,73,Graduate
9,50,No,6,3,44,79,Graduate
5,60,Yes,4,2,44,40,Graduate
4,69,No,8,5,53,71,Graduate
3,57,No,6,3,37,97,Graduate
3,74,No,4,8,52,88,Dropout
5,42,Yes,7,8,30,90,Graduate
1,51,No,8,9,22,44,Graduate
5,66,No,6,8,51,69,Graduate
6,92,No,9,2,82,61,Graduate
7,69,No,9,2,63,59,Dropout
9,60,Yes,6,3,58,55,Graduate
3,77,No,4,8,58,46,Graduate
2,60,Yes,6,5,38,46,Dropout
3,99,No,8,8,80,89,Graduate
9,77,No,5,7,70,89,Graduate
7,79,Yes,9,6,72,41,Graduate
9,54,Yes,4,4,48,86,Graduate
2,57,No,7,8,36,53,Graduate
5,91,No,6,3,73,70,Dropout
4,68,No,8,3,51,89,Graduate
2,87,Yes,6,7,63,80,Graduate
9,77,No,7,3,74,53,Dropout
9,99,Yes,8,6,98,44,Dropout
6,60,No,7,3,45,50,Graduate
6,56,Yes,8,0,45,79,Graduate
8,80,Yes,5,9,74,44,Graduate
6,90,Yes,9,8,81,68,Graduate
1,57,No,8,3,30,50,Graduate
4,96,No,7,2,77,44,Graduate
7,94,Yes,4,2,86,88,Dropout
2,76,Yes,9,8,58,93,Graduate
9,99,Yes,5,7,99,71,Graduate
8,77,No,6,9,69,75,Dropout
8,51,No,5,6,47,54,Graduate
7,50,No,5,6,42,58,Graduate
4,87,Yes,6,3,73,61,Dropout
2,91,No,8,2,71,73,Graduate
3,88,No,5,3,68,95,Dropout
6,59,No,9,5,47,56,Graduate
5,48,Yes,5,3,31,51,Dropout
8,40,No,4,3,31,64,Graduate
6,97,No,9,1,86,95,Graduate
6,42,No,4,6,27,56,Graduate
1,60,No,9,5,32,49,Dropout
4,62,No,7,1,41,67,Dropout
5,48,Yes,6,4,33,96,Graduate
3,93,Yes,9,5,75,57,Graduate
9,58,Yes,9,4,57,90,Dropout
1,84,Yes,8,3,59,57,Graduate
6,94,No,8,8,87,84,Graduate
6,85,No,7,2,72,71,Graduate
5,91,Yes,8,1,78,53,Dropout
5,58,Yes,8,8,46,95,Graduate
5,62,Yes,4,7,47,55,Dropout
6,66,No,8,8,58,89,Dropout
8,66,No,8,9,63,97,Graduate
2,78,No,7,2,56,57,Dropout
6,75,Yes,7,0,62,55,Graduate
1,51,Yes,5,0,23,56,Dropout
4,94,Yes,8,2,73,46,Graduate
3,66,No,8,3,46,51,Graduate
9,85,No,9,1,80,73,Dropout
3,73,Yes,8,7,59,49,Graduate
6,72,Yes,4,2,60,44,Graduate
1,67,No,9,3,41,60,Graduate
6,70,No,8,5,61,42,Dropout
4,71,Yes,4,9,51,58,Graduate
8,89,Yes,5,5,82,84,Graduate
9,59,No,9,1,55,83,Graduate
4,79,Yes,6,5,64,74,Graduate
6,74,Yes,8,3,61,45,Graduate
1,70,No,9,4,44,53,Dropout
4,97,Yes,7,6,81,43,Graduate
7,70,No,9,6,64,84,Graduate
1,77,Yes,7,5,53,90,Graduate
8,61,No,8,9,55,57,Graduate
6,84,Yes,4,5,72,68,Dropout
5,80,Yes,7,5,65,74,Graduate
9,48,Yes,9,3,44,91,Graduate
2,91,No,9,2,70,77,Dropout
5,48,Yes,7,0,34,55,Graduate
6,54,Yes,5,2,41,59,Dropout
7,52,No,5,2,43,63,Graduate
5,61,Yes,5,8,48,74,Graduate
9,55,No,7,2,46,83,Dropout
1,71,No,7,7,47,90,Dropout
7,41,No,9,7,37,58,Graduate
7,65,Yes,8,2,56,95,Dropout
4,53,No,8,9,40,43,Graduate
9,98,Yes,4,9,96,72,Graduate
5,77,No,7,5,63,41,Graduate
4,73,Yes,8,7,58,52,Graduate
7,47,No,8,7,36,97,Dropout
4,75,No,5,9,61,84,Graduate
3,60,Yes,5,9,39,69,Dropout
9,95,No,5,8,90,73,Graduate
8,85,Yes,6,8,79,69,Graduate
1,82,No,8,7,58,90,Graduate
7,95,Yes,5,6,89,93,Dropout
9,67,No,5,9,64,63,Graduate
8,85,No,7,2,78,87,Graduate
8,83,Yes,9,6,79,83,Graduate
6,87,No,5,3,72,72,Dropout
4,45,Yes,7,1,26,80,Graduate
8,59,Yes,4,7,52,88,Graduate
3,70,No,5,1,49,49,Graduate
9,72,No,9,0,66,57,Graduate
2,83,No,7,4,59,58,Graduate
2,46,Yes,9,9,28,46,Graduate
7,47,Yes,5,8,39,96,Graduate
4,48,No,4,4,31,58,Graduate
8,41,Yes,5,1,33,63,Graduate
9,56,No,7,9,57,54,Graduate
7,91,No,4,3,83,80,Graduate
5,84,No,4,7,69,81,Graduate
8,76,Yes,4,6,71,62,Graduate
4,81,Yes,6,4,62,91,Graduate
2,83,No,7,3,58,91,Graduate
6,56,Yes,6,4,46,43,Graduate
9,92,No,9,6,93,77,Graduate
1,77,No,4,4,48,43,Graduate
7,74,Yes,6,7,68,44,Graduate
9,99,No,5,6,97,80,Graduate
9,86,No,6,6,82,83,Graduate
3,78,No,8,8,57,62,Dropout
5,69,No,9,7,55,79,Graduate
8,45,No,4,7,37,92,Graduate
8,43,Yes,4,5,35,76,Graduate
4,90,Yes,9,6,72,50,Graduate
1,76,No,9,7,51,94,Graduate
1,74,Yes,7,4,50,50,Graduate
4,97,No,5,9,82,52,Graduate
6,96,No,9,1,84,53,Graduate
8,48,No,9,6,46,99,Dropout
6,45,No,7,9,34,47,Graduate
9,52,Yes,9,2,55,64,Graduate
9,98,Yes,6,9,95,57,Graduate
2,61,No,8,7,40,90,Graduate
1,67,Yes,8,5,42,83,Graduate
2,69,No,8,3,45,83,Dropout
5,91,Yes,9,1,80,57,Graduate
4,75,No,8,6,60,49,Graduate
4,41,No,5,0,21,46,Graduate
9,97,No,6,6,95,99,Graduate
8,75,Yes,8,9,72,89,Graduate
6,47,Yes,4,9,35,83,Graduate
1,84,No,9,6,58,53,Graduate
2,81,Yes,6,9,59,54,Graduate
6,89,Yes,5,2,77,55,Dropout
2,48,Yes,8,3,23,41,Dropout
5,40,Yes,5,3,26,69,Dropout
5,52,Yes,9,3,39,69,Graduate
6,89,Yes,8,8,79,57,Graduate
6,54,Yes,4,5,39,70,Dropout
6,71,Yes,6,9,61,83,Dropout
2,73,Yes,4,8,47,87,Graduate
3,82,Yes,8,3,63,52,Graduate
6,70,Yes,7,6,61,59,Dropout
8,53,Yes,6,9,51,88,Graduate
1,93,Yes,5,8,68,89,Dropout
1,86,No,8,9,66,74,Graduate
2,53,No,4,2,29,62,Graduate
6,87,Yes,9,2,78,81,Graduate
9,94,Yes,7,5,94,72,Dropout
4,68,Yes,9,7,56,77,Graduate
3,86,No,8,0,68,74,Graduate
8,58,No,5,3,50,90,Graduate
9,66,Yes,4,7,62,75,Dropout
5,48,Yes,6,5,31,59,Dropout
9,76,Yes,7,1,73,94,Dropout
2,76,Yes,8,7,57,42,Dropout
3,82,Yes,8,0,60,47,Dropout
7,67,No,8,0,56,79,Dropout
7,91,Yes,8,6,88,98,Dropout
6,96,No,4,9,84,71,Graduate
6,63,Yes,6,2,48,68,Dropout
2,67,Yes,5,7,41,46,Graduate
6,75,No,7,8,65,41,Dropout
4,91,No,8,7,74,60,Graduate
3,57,Yes,9,0,38,45,Graduate
2,64,No,8,0,40,67,Dropout
1,74,Yes,6,5,49,87,Graduate
5,43,No,6,0,30,81,Dropout
2,53,No,4,7,29,75,Graduate
2,78,Yes,4,5,57,71,Graduate
7,65,Yes,9,4,58,84,Dropout
8,47,No,9,5,40,81,Dropout
8,63,Yes,4,3,60,92,Dropout
4,55,No,7,0,41,85,Graduate
1,59,No,9,6,34,48,Dropout
7,54,Yes,4,9,46,50,Dropout
1,46,No,8,8,24,62,Graduate
4,97,Yes,4,3,79,89,Graduate
8,56,Yes,7,3,52,50,Graduate
2,61,No,4,8,36,88,Graduate
6,61,Yes,4,3,52,41,Dropout
6,93,No,8,9,84,42,Graduate
9,51,No,9,3,50,50,Graduate
5,57,Yes,8,7,47,89,Dropout
4,95,Yes,8,3,81,98,Graduate
5,85,No,4,8,70,74,Graduate
5,86,Yes,8,7,77,97,Dropout
8,54,No,6,4,49,54,Dropout
8,76,No,5,8,70,82,Dropout
2,55,No,5,7,28,50,Graduate
7,44,No,8,9,36,70,Dropout
8,41,No,9,3,34,67,Dropout
6,91,Yes,7,3,80,67,Graduate
5,67,No,8,0,51,71,Graduate
9,96,No,9,3,95,64,Graduate
3,80,No,8,7,60,59,Graduate
4,93,No,4,4,78,67,Graduate
9,66,No,9,5,65,64,Graduate
6,70,No,7,3,57,50,Graduate
8,80,Yes,8,4,75,58,Graduate
7,75,Yes,6,9,69,67,Dropout
2,86,No,9,7,62,40,Graduate
3,82,No,5,8,63,98,Graduate
1,40,No,9,2,11,44,Graduate
9,89,Yes,6,9,91,49,Graduate
7,68,No,6,3,58,81,Graduate
1,40,No,6,0,15,85,Graduate
3,47,No,7,4,24,73,Graduate
4,96,No,7,3,80,75,Graduate
4,55,No,9,5,36,41,Dropout
5,97,No,7,5,83,57,Graduate
3,67,Yes,5,9,49,52,Dropout
3,61,No,4,5,41,90,Dropout
1,57,No,9,2,33,44,Graduate
7,61,No,8,6,52,59,Graduate
1,80,No,8,2,52,41,Graduate
2,51,No,9,5,31,50,Graduate
4,58,No,4,9,38,69,Dropout
4,64,No,8,0,45,71,Graduate
5,89,No,9,7,79,71,Dropout
2,98,No,9,6,78,97,Dropout
4,44,Yes,6,8,24,89,Graduate
1,98,Yes,5,2,72,77,Graduate
2,73,Yes,8,7,52,94,Graduate
1,78,No,5,1,50,67,Graduate
4,98,Yes,9,8,83,49,Graduate
4,49,Yes,4,0,32,61,Graduate
7,86,Yes,9,9,84,94,Graduate
9,96,Yes,8,6,95,56,Graduate
9,46,No,5,9,43,61,Dropout
5,99,Yes,6,0,82,82,Graduate
1,76,Yes,6,5,54,58,Dropout
1,86,No,9,0,59,56,Graduate
6,91,Yes,4,3,78,63,Graduate
2,99,No,7,6,79,75,Graduate
8,91,Yes,8,1,87,71,Dropout
9,54,Yes,9,2,53,97,Dropout
4,81,Yes,6,3,65,95,Dropout
5,63,No,6,5,48,97,Graduate
8,65,Yes,4,8,61,85,Graduate
3,65,Yes,6,3,41,98,Graduate
5,85,No,8,5,75,91,Dropout
3,65,Yes,4,6,44,75,Graduate
3,97,Yes,5,3,79,67,Dropout
3,49,Yes,4,5,29,53,Graduate
7,56,Yes,8,2,44,97,Dropout
